"year","month","date","site","transect","survey","richness","menhinick.richness","abundance","div.simpson","div.shannon"
2003,8,"2003-08-25","AQUE",1,"FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2003,8,"2003-08-25","AQUE",2,"CRYPTIC FISH",3,0.577350269189626,27,0.58161865569273,0.952559443391055
2003,8,"2003-08-25","AQUE",2,"FISH",3,1.22474487139159,6,0.611111111111111,1.01140426470735
2003,8,"2003-08-25","AQUE",3,"CRYPTIC FISH",4,0.970142500145332,17,0.519031141868512,0.955447141393767
2003,8,"2003-08-25","AQUE",3,"FISH",1,1,1,0,0
2003,8,"2003-08-25","AQUE",4,"CRYPTIC FISH",3,0.588348405414552,26,0.461538461538462,0.79026796807459
2003,8,"2003-08-25","AQUE",4,"FISH",3,1.5,4,0.625,1.03972077083992
2003,8,"2003-08-25","AQUE",5,"CRYPTIC FISH",3,0.346410161513775,75,0.465066666666667,0.804855260663538
2003,8,"2003-08-25","AQUE",5,"FISH",2,1,4,0.375,0.562335144618808
2003,8,"2003-08-25","AQUE",6,"CRYPTIC FISH",3,0.474341649025257,40,0.18375,0.381316487853329
2003,8,"2003-08-26","GOLB",1,"CRYPTIC FISH",1,1,1,0,0
2003,8,"2003-08-26","GOLB",2,"CRYPTIC FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2003,8,"2003-08-26","GOLB",2,"FISH",1,0.447213595499958,5,0,0
2003,8,"2003-08-26","IVEE",1,"CRYPTIC FISH",5,1.09108945117996,21,0.566893424036281,1.12662655902821
2003,8,"2003-08-26","IVEE",1,"FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2003,8,"2003-08-26","IVEE",2,"CRYPTIC FISH",1,1,1,0,0
2003,8,"2003-08-26","IVEE",2,"FISH",1,1,1,0,0
2003,8,"2003-08-27","ABUR",1,"CRYPTIC FISH",2,0.554700196225229,13,0.142011834319526,0.271189373041844
2003,8,"2003-08-27","ABUR",1,"FISH",3,1.06066017177982,8,0.59375,0.974314752869349
2003,8,"2003-08-27","ABUR",2,"CRYPTIC FISH",1,1,1,0,0
2003,8,"2003-08-27","ABUR",2,"FISH",4,1.51185789203691,7,0.693877551020408,1.27703425946614
2003,8,"2003-08-27","MOHK",1,"CRYPTIC FISH",5,1.33630620956212,14,0.775510204081633,1.53672246943722
2003,8,"2003-08-27","MOHK",1,"FISH",2,1,4,0.375,0.562335144618808
2003,8,"2003-08-27","MOHK",2,"CRYPTIC FISH",2,0.816496580927726,6,0.444444444444444,0.636514168294813
2003,8,"2003-08-27","MOHK",2,"FISH",3,1.34164078649987,5,0.56,0.950270539233235
2004,7,"2004-07-19","NAPL",1,"CRYPTIC FISH",2,0.447213595499958,20,0.255,0.422709087805991
2004,7,"2004-07-19","NAPL",1,"FISH",7,1.56524758424985,20,0.75,1.6094379124341
2004,7,"2004-07-19","NAPL",2,"CRYPTIC FISH",3,0.654653670707977,21,0.253968253968254,0.501046913759097
2004,7,"2004-07-19","NAPL",2,"FISH",3,0.866025403784439,12,0.486111111111111,0.823959216501082
2004,7,"2004-07-19","NAPL",3,"CRYPTIC FISH",2,0.577350269189626,12,0.375,0.562335144618808
2004,7,"2004-07-19","NAPL",3,"FISH",4,1,16,0.5390625,0.98689944883853
2004,7,"2004-07-19","NAPL",4,"CRYPTIC FISH",2,0.516397779494322,15,0.497777777777778,0.690923309313818
2004,7,"2004-07-19","NAPL",4,"FISH",4,1.10940039245046,13,0.72189349112426,1.33224492243853
2004,7,"2004-07-20","NAPL",5,"CRYPTIC FISH",2,0.4,25,0.32,0.500402423538188
2004,7,"2004-07-20","NAPL",5,"FISH",6,1.22474487139159,24,0.680555555555556,1.40521213923333
2004,7,"2004-07-20","NAPL",6,"CRYPTIC FISH",2,0.485071250072666,17,0.207612456747405,0.362210557135449
2004,7,"2004-07-20","NAPL",6,"FISH",4,1.10940039245046,13,0.662721893491124,1.20479330969478
2004,7,"2004-07-20","NAPL",7,"CRYPTIC FISH",3,0.588348405414552,26,0.369822485207101,0.644179805973393
2004,7,"2004-07-20","NAPL",7,"FISH",6,1.80906806746658,11,0.776859504132231,1.64173471218752
2004,7,"2004-07-20","NAPL",8,"CRYPTIC FISH",3,0.654653670707977,21,0.253968253968254,0.501046913759097
2004,7,"2004-07-20","NAPL",8,"FISH",7,1.80739222823013,15,0.817777777777778,1.80650716526167
2004,7,"2004-07-21","GOLB",1,"CRYPTIC FISH",1,0.707106781186547,2,0,0
2004,7,"2004-07-21","GOLB",2,"CRYPTIC FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2004,7,"2004-07-21","IVEE",1,"CRYPTIC FISH",1,1,1,0,0
2004,7,"2004-07-21","IVEE",2,"CRYPTIC FISH",2,1.41421356237309,2,0.5,0.693147180559945
2004,7,"2004-07-22","ABUR",1,"CRYPTIC FISH",1,1,1,0,0
2004,7,"2004-07-22","ABUR",1,"FISH",3,1.34164078649987,5,0.56,0.950270539233235
2004,7,"2004-07-22","ABUR",2,"CRYPTIC FISH",1,0.5,4,0,0
2004,7,"2004-07-22","MOHK",1,"CRYPTIC FISH",1,1,1,0,0
2004,7,"2004-07-22","MOHK",1,"FISH",4,1.63299316185545,6,0.722222222222222,1.32966134885476
2004,7,"2004-07-22","MOHK",2,"CRYPTIC FISH",3,1.73205080756888,3,0.666666666666667,1.09861228866811
2004,7,"2004-07-22","MOHK",2,"FISH",3,1.5,4,0.625,1.03972077083992
2004,7,"2004-07-23","AQUE",1,"CRYPTIC FISH",2,0.894427190999916,5,0.48,0.673011667009257
2004,7,"2004-07-23","AQUE",1,"FISH",4,1.78885438199983,5,0.72,1.33217904021012
2004,7,"2004-07-23","AQUE",2,"CRYPTIC FISH",3,1.5,4,0.625,1.03972077083992
2004,7,"2004-07-23","AQUE",2,"FISH",4,1.51185789203691,7,0.73469387755102,1.35178399428965
2004,7,"2004-07-23","AQUE",3,"CRYPTIC FISH",3,1.22474487139159,6,0.666666666666667,1.09861228866811
2004,7,"2004-07-23","AQUE",3,"FISH",2,1,4,0.375,0.562335144618808
2004,7,"2004-07-23","AQUE",4,"CRYPTIC FISH",2,0.707106781186547,8,0.5,0.693147180559945
2004,7,"2004-07-23","AQUE",4,"FISH",3,1.5,4,0.625,1.03972077083992
2004,7,"2004-07-23","AQUE",5,"CRYPTIC FISH",3,0.727606875108999,17,0.380622837370242,0.677908725644198
2004,7,"2004-07-23","AQUE",5,"FISH",4,1.20604537831105,11,0.710743801652893,1.2945451658449
2004,7,"2004-07-23","AQUE",6,"CRYPTIC FISH",2,1,4,0.5,0.693147180559945
2004,7,"2004-07-23","AQUE",6,"FISH",4,1.03279555898864,15,0.72,1.32294951100453
2004,7,"2004-07-26","AHND",1,"CRYPTIC FISH",3,1.34164078649987,5,0.64,1.05492016798614
2004,7,"2004-07-26","AHND",1,"FISH",1,0.707106781186547,2,0,0
2004,7,"2004-07-26","AHND",2,"CRYPTIC FISH",2,1.41421356237309,2,0.5,0.693147180559945
2004,7,"2004-07-26","AHND",2,"FISH",8,1.6681153124566,23,0.846880907372401,1.95655888791792
2004,7,"2004-07-26","BULL",1,"FISH",4,1.78885438199983,5,0.72,1.33217904021012
2004,7,"2004-07-26","BULL",3,"FISH",3,1.13389341902768,7,0.571428571428571,0.955699891112534
2004,7,"2004-07-26","BULL",6,"CRYPTIC FISH",1,1,1,0,0
2004,7,"2004-07-26","BULL",6,"FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2004,7,"2004-07-27","CARP",1,"CRYPTIC FISH",2,0.894427190999916,5,0.48,0.673011667009257
2004,7,"2004-07-27","CARP",1,"FISH",8,1.37198868114007,34,0.809688581314879,1.822364009994
2004,7,"2004-07-27","CARP",2,"FISH",4,1.0690449676497,14,0.663265306122449,1.19734013399678
2004,7,"2004-07-27","CARP",3,"CRYPTIC FISH",1,0.707106781186547,2,0,0
2004,7,"2004-07-27","CARP",3,"FISH",2,0.894427190999916,5,0.48,0.673011667009257
2004,7,"2004-07-27","CARP",6,"CRYPTIC FISH",3,1.73205080756888,3,0.666666666666667,1.09861228866811
2004,7,"2004-07-27","CARP",6,"FISH",4,1.41421356237309,8,0.65625,1.2130075659799
2004,7,"2004-07-28","CARP",4,"CRYPTIC FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2004,7,"2004-07-28","CARP",4,"FISH",4,1.33333333333333,9,0.716049382716049,1.31078367809971
2004,7,"2004-07-28","CARP",5,"CRYPTIC FISH",1,0.707106781186547,2,0,0
2004,7,"2004-07-28","CARP",7,"FISH",1,1,1,0,0
2004,8,"2004-08-25","SCTW",2,"CRYPTIC FISH",2,0.471404520791032,18,0.401234567901235,0.590842246275583
2004,8,"2004-08-25","SCTW",2,"FISH",4,1.26491106406735,10,0.58,1.08889997534522
2004,8,"2004-08-25","SCTW",3,"CRYPTIC FISH",4,0.478091443733757,70,0.318367346938776,0.626712665926507
2004,8,"2004-08-25","SCTW",3,"FISH",4,2,4,0.75,1.38629436111989
2004,8,"2004-08-30","SCDI",2,"CRYPTIC FISH",4,0.560112033611204,51,0.49519415609381,0.904428204066881
2004,8,"2004-08-30","SCDI",2,"FISH",7,1.25723711418742,31,0.736732570239334,1.56993910852394
2004,8,"2004-08-30","SCDI",3,"CRYPTIC FISH",3,0.442325868464691,46,0.386578449905482,0.690194627976649
2004,8,"2004-08-30","SCDI",3,"FISH",6,1.5,16,0.78125,1.63043258262889
2005,7,"2005-07-18","NAPL",1,"CRYPTIC FISH",3,0.612372435695795,24,0.517361111111111,0.814644504904629
2005,7,"2005-07-18","NAPL",1,"FISH",9,1.70084012854152,28,0.818877551020408,1.91716287335112
2005,7,"2005-07-18","NAPL",2,"CRYPTIC FISH",3,0.625543242171224,23,0.480151228733459,0.777140995932613
2005,7,"2005-07-18","NAPL",2,"FISH",10,1.60128153805087,39,0.756081525312295,1.80364998695756
2005,7,"2005-07-18","NAPL",3,"CRYPTIC FISH",1,1,1,0,0
2005,7,"2005-07-18","NAPL",3,"FISH",5,0.721687836487032,48,0.557291666666667,1.01248609075282
2005,7,"2005-07-18","NAPL",4,"CRYPTIC FISH",1,1,1,0,0
2005,7,"2005-07-18","NAPL",4,"FISH",3,1.5,4,0.625,1.03972077083992
2005,7,"2005-07-19","CARP",1,"CRYPTIC FISH",1,0.707106781186547,2,0,0
2005,7,"2005-07-19","CARP",3,"CRYPTIC FISH",1,1,1,0,0
2005,7,"2005-07-19","CARP",3,"FISH",5,1.21267812518166,17,0.740484429065744,1.45204407319368
2005,7,"2005-07-19","CARP",4,"CRYPTIC FISH",1,1,1,0,0
2005,7,"2005-07-19","CARP",4,"FISH",7,1.52752523165195,21,0.743764172335601,1.61584006307439
2005,7,"2005-07-19","CARP",6,"CRYPTIC FISH",2,1.41421356237309,2,0.5,0.693147180559945
2005,7,"2005-07-19","CARP",6,"FISH",4,1.63299316185545,6,0.666666666666667,1.242453324894
2005,7,"2005-07-20","CARP",2,"FISH",3,1.5,4,0.625,1.03972077083992
2005,7,"2005-07-20","CARP",5,"CRYPTIC FISH",1,0.707106781186547,2,0,0
2005,7,"2005-07-20","CARP",5,"FISH",5,1.44337567297406,12,0.75,1.47350238508065
2005,7,"2005-07-20","CARP",7,"CRYPTIC FISH",1,0.447213595499958,5,0,0
2005,7,"2005-07-20","CARP",7,"FISH",3,1.06066017177982,8,0.59375,0.974314752869349
2005,7,"2005-07-20","CARP",8,"CRYPTIC FISH",2,1.41421356237309,2,0.5,0.693147180559945
2005,7,"2005-07-20","CARP",8,"FISH",10,1.41421356237309,50,0.796,1.84332341770865
2005,7,"2005-07-21","AHND",2,"CRYPTIC FISH",2,1,4,0.375,0.562335144618808
2005,7,"2005-07-21","AHND",2,"FISH",5,0.870388279778489,33,0.773186409550046,1.52561089548591
2005,7,"2005-07-21","BULL",1,"CRYPTIC FISH",1,1,1,0,0
2005,7,"2005-07-21","BULL",1,"FISH",5,1.21267812518166,17,0.643598615916955,1.26224316749001
2005,7,"2005-07-21","BULL",3,"FISH",4,1.41421356237309,8,0.5625,1.07354284640852
2005,7,"2005-07-21","BULL",6,"CRYPTIC FISH",1,0.577350269189626,3,0,0
2005,7,"2005-07-21","BULL",6,"FISH",3,1.13389341902768,7,0.571428571428571,0.955699891112534
