"year","month","date","site","transect","survey","sp.richness","sp.mrichness","abundance","div.simpson","div.shannon","order.richness","order.mrichness","order.div.simpson","order.div.shannon","franciscanus.abundance","purpuratus.abundance","urchin.abundance"
2001,8,"2001-08-09","NAPL",4,"SWATH",5,0.729324957489473,47,0.618379357175192,1.18772735339701,4,0.583459965991578,0.588501584427343,1.03295889067728,NA,NA,NA
2001,8,"2001-08-14","GOLB",1,"QUAD",10,0.376088707222301,707,0.45653787443808,0.905727947003306,9,0.338479836500071,0.456513867187891,0.900968317109322,0,5,5
2001,8,"2001-08-14","GOLB",1,"SWATH",6,1.60356745147455,14,0.755102040816326,1.56915294620312,6,1.60356745147455,0.755102040816326,1.56915294620312,NA,NA,NA
2001,8,"2001-08-14","GOLB",2,"QUAD",10,0.533001790889026,352,0.342345686983471,0.801231681712603,7,0.373101253622318,0.332838326446281,0.74461283083805,0,17,17
2001,8,"2001-08-14","GOLB",2,"SWATH",4,1.51185789203691,7,0.612244897959184,1.15374194270109,3,1.13389341902768,0.448979591836735,0.796311640173813,NA,NA,NA
2001,8,"2001-08-14","IVEE",1,"QUAD",6,0.364474043538472,271,0.417151182581937,0.809670051107817,5,0.303728369615393,0.416633760433545,0.795019479643177,1,19,20
2001,8,"2001-08-14","IVEE",1,"SWATH",3,0.866025403784439,12,0.402777777777778,0.721463686692511,2,0.577350269189626,0.152777777777778,0.286835983056161,NA,NA,NA
2001,8,"2001-08-14","IVEE",2,"QUAD",11,0.546594394499949,405,0.213906416704771,0.532256609386198,10,0.496903994999953,0.213894223441549,0.528833660346395,0,8,8
2001,8,"2001-08-14","IVEE",2,"SWATH",5,0.700140042014005,51,0.55517108804306,1.09360645421566,4,0.560112033611204,0.516724336793541,0.906396404717185,NA,NA,NA
2001,8,"2001-08-15","CARP",1,"QUAD",10,0.733235575106767,186,0.778529309746792,1.70790420740331,8,0.586588460085413,0.769684356573014,1.63693100501374,2,64,66
2001,8,"2001-08-15","CARP",1,"SWATH",5,0.299880071952034,278,0.222452254024119,0.488340171240627,5,0.299880071952034,0.222452254024119,0.488340171240627,NA,NA,NA
2001,8,"2001-08-15","CARP",2,"QUAD",11,0.381815573975343,830,0.477363913485266,0.942391642518794,8,0.277684053800249,0.448796632312382,0.827037822770677,2,205,207
2001,8,"2001-08-15","CARP",2,"SWATH",2,0.294883912309794,46,0.0425330812854443,0.104732439105087,2,0.294883912309794,0.0425330812854443,0.104732439105087,NA,NA,NA
2001,8,"2001-08-15","CARP",5,"QUAD",10,0.487950036474267,420,0.593367346938775,1.2488119607162,6,0.29277002188456,0.563888888888889,1.0535740355412,3,247,250
2001,8,"2001-08-15","CARP",5,"SWATH",6,0.543214476255111,122,0.375167965600645,0.798514931937543,5,0.452678730212593,0.374361730717549,0.774983667773454,NA,NA,NA
2001,8,"2001-08-15","CARP",7,"QUAD",7,0.306381676672686,522,0.424164354604307,0.918705662947765,5,0.218844054766204,0.364659943336122,0.697289783543691,17,65,82
2001,8,"2001-08-15","CARP",7,"SWATH",7,0.824957911384306,72,0.673611111111111,1.41372935975855,5,0.58925565098879,0.645061728395062,1.22395691775333,NA,NA,NA
2001,8,"2001-08-15","CARP",8,"QUAD",12,0.419313934688767,819,0.746358240863735,1.60022996043248,7,0.244599795235114,0.576005462452349,1.02800680693474,5,383,388
2001,8,"2001-08-15","CARP",8,"SWATH",7,0.802955068546966,76,0.659626038781163,1.32941436296762,5,0.573539334676404,0.652354570637119,1.24003240418452,NA,NA,NA
2001,8,"2001-08-16","NAPL",5,"QUAD",8,0.544331053951817,216,0.544367283950617,1.10381835653995,6,0.408248290463863,0.483924897119342,0.91223683627649,10,136,146
2001,8,"2001-08-16","NAPL",5,"SWATH",9,1.21355975243384,55,0.742479338842975,1.61546461385473,7,0.943879807448539,0.730578512396694,1.49745577870148,NA,NA,NA
2001,8,"2001-08-16","NAPL",6,"QUAD",11,0.678289057576028,263,0.453295551475372,1.04680109886407,7,0.431638491184745,0.296346629270338,0.665972929620673,26,193,219
2001,8,"2001-08-16","NAPL",6,"SWATH",14,1.31122013621437,114,0.835641735918744,2.02846061944803,9,0.842927230423525,0.826408125577101,1.87506615091289,NA,NA,NA
2001,8,"2001-08-16","NAPL",7,"QUAD",9,0.390566732942472,531,0.627108004298467,1.19398692587878,6,0.260377821961648,0.493061097102082,0.786550840275185,17,176,193
2001,8,"2001-08-16","NAPL",7,"SWATH",10,0.966736489045664,107,0.801292689317844,1.81423561604815,8,0.773389191236531,0.790287361341602,1.71452451530181,NA,NA,NA
2001,8,"2001-08-16","NAPL",8,"QUAD",15,0.898026510133874,279,0.764841150550481,1.7745057176288,10,0.59868434008925,0.62077825310569,1.22853349842149,27,111,138
2001,8,"2001-08-16","NAPL",8,"SWATH",11,0.968495996958186,129,0.778799351000541,1.76293442402412,8,0.704360725060499,0.76978546962322,1.63853158026768,NA,NA,NA
2001,8,"2001-08-17","BULL",1,"QUAD",9,0.381000381000572,558,0.643439832479028,1.24061222653429,6,0.254000254000381,0.62236482059583,1.14323624878156,1,134,135
2001,8,"2001-08-17","BULL",1,"SWATH",2,0.384900179459751,27,0.252400548696845,0.419483369306181,1,0.192450089729875,0,0,NA,NA,NA
2001,8,"2001-08-17","BULL",6,"QUAD",8,0.38534644068727,431,0.58378238704572,1.06877098406373,6,0.289009830515453,0.582974897852617,1.04444649796679,2,35,37
2001,8,"2001-08-17","BULL",6,"SWATH",3,0.670820393249937,20,0.545,0.855688667255669,2,0.447213595499958,0.0950000000000001,0.198515243345873,NA,NA,NA
2001,8,"2001-08-21","AQUE",1,"QUAD",7,0.368421052631579,361,0.720421114018462,1.44868963381,6,0.315789473684211,0.699472840140883,1.31626934643495,0,0,0
2001,8,"2001-08-21","AQUE",1,"SWATH",4,0.685994340570035,34,0.41522491349481,0.758911505054626,3,0.514495755427526,0.403114186851211,0.670259702406052,NA,NA,NA
2001,8,"2001-08-21","AQUE",2,"QUAD",9,0.446113437386949,407,0.591672753834916,1.15231470517007,7,0.346977117967627,0.551503480250409,0.959198043338667,7,9,16
2001,8,"2001-08-21","AQUE",2,"SWATH",11,1.91485421551268,33,0.819100091827365,2.00365131926531,9,1.56669890360128,0.696051423324151,1.62718112551,NA,NA,NA
2001,8,"2001-08-21","AQUE",3,"QUAD",7,0.39503285358817,314,0.349466509797558,0.784823387491835,5,0.28216632399155,0.343137652643109,0.685457734762425,4,23,27
2001,8,"2001-08-21","AQUE",3,"SWATH",7,1.69774937525433,17,0.678200692041522,1.50688334886411,6,1.455213750218,0.615916955017301,1.31565807039855,NA,NA,NA
2001,8,"2001-08-21","AQUE",4,"QUAD",7,0.352208223798639,395,0.303259093094055,0.614645171601255,6,0.301892763255977,0.303220637718314,0.608950638491191,0,55,55
2001,8,"2001-08-21","AQUE",4,"SWATH",5,1.04257207028537,23,0.612476370510397,1.19256516918242,5,1.04257207028537,0.612476370510397,1.19256516918242,NA,NA,NA
2001,8,"2001-08-21","AQUE",5,"QUAD",17,0.452249234531653,1413,0.711143967476205,1.53589088267331,10,0.266028961489207,0.651341376130752,1.26218746532539,9,151,160
2001,8,"2001-08-21","AQUE",5,"SWATH",11,1.52542553961938,52,0.701183431952663,1.65385540026692,9,1.24807544150677,0.526627218934911,1.23344783348943,NA,NA,NA
2001,8,"2001-08-22","ABUR",1,"QUAD",4,0.166378066161541,578,0.135253409322206,0.276786518328939,4,0.166378066161541,0.135253409322206,0.276786518328939,0,0,0
2001,8,"2001-08-22","ABUR",1,"SWATH",3,0.904534033733291,11,0.429752066115702,0.759547391474863,2,0.603022689155527,0.396694214876033,0.585952618303551,NA,NA,NA
2001,8,"2001-08-22","ABUR",2,"QUAD",5,0.714285714285714,49,0.225739275301958,0.534591855313423,4,0.571428571428571,0.22240733027905,0.478008412002407,0,0,0
2001,8,"2001-08-22","ABUR",2,"SWATH",3,1.73205080756888,3,0.666666666666667,1.09861228866811,2,1.15470053837925,0.444444444444444,0.636514168294813,NA,NA,NA
2001,8,"2001-08-27","AHND",1,"QUAD",4,0.441726104299386,82,0.138310529446758,0.325244719139366,3,0.33129457822454,0.137120761451517,0.294732376240696,0,0,0
2001,8,"2001-08-27","AHND",2,"QUAD",6,0.448461055651162,179,0.597609313067632,1.07006800938432,6,0.448461055651162,0.597609313067632,1.07006800938432,0,39,39
2001,8,"2001-08-27","AHND",2,"SWATH",2,1,4,0.375,0.562335144618808,1,0.5,0,0,NA,NA,NA
2001,8,"2001-08-29","BULL",3,"QUAD",12,0.613973412115981,382,0.614292371371399,1.20915207880159,8,0.409315608077321,0.607055727639045,1.1383012758564,0,9,9
2001,8,"2001-08-29","BULL",3,"SWATH",1,0.447213595499958,5,0,0,1,0.447213595499958,0,0,NA,NA,NA
2002,8,"2002-08-13","GOLB",1,"QUAD",8,0.788263422531435,103,0.532378169478744,1.237994416949,6,0.591197566898576,0.466584975021208,1.03603043019737,0,6,6
2002,8,"2002-08-13","GOLB",1,"SWATH",4,1.41421356237309,8,0.65625,1.2130075659799,3,1.06066017177982,0.53125,0.900256051268537,NA,NA,NA
2002,8,"2002-08-13","GOLB",2,"QUAD",10,0.263798071273832,1437,0.0505615338535348,0.155672002753416,7,0.184658649891683,0.0478447860476354,0.142267359994134,0,23,23
2002,8,"2002-08-13","GOLB",2,"SWATH",3,0.832050294337844,13,0.473372781065089,0.830517825287248,2,0.554700196225229,0.260355029585799,0.429323021930616,NA,NA,NA
2002,8,"2002-08-13","IVEE",1,"QUAD",4,0.259827920984652,237,0.31846748206306,0.668412967324927,4,0.259827920984652,0.31846748206306,0.668412967324927,0,17,17
2002,8,"2002-08-13","IVEE",1,"SWATH",5,1.25,16,0.625,1.24401669579289,4,1,0.4140625,0.822265337328788,NA,NA,NA
2002,8,"2002-08-13","IVEE",2,"QUAD",7,0.257325117732833,740,0.0687216946676406,0.205663876355044,6,0.220564386628142,0.0685025566106647,0.191359806340817,0,5,5
2002,8,"2002-08-13","IVEE",2,"SWATH",5,0.845154254728517,35,0.564897959183673,1.06946722565449,4,0.676123403782813,0.520816326530612,0.876666604642331,NA,NA,NA
2002,8,"2002-08-14","NAPL",3,"QUAD",14,0.858395075278952,266,0.644213918254282,1.5092069561466,9,0.551825405536469,0.447396687206739,0.951657699872156,21,171,192
2002,8,"2002-08-14","NAPL",3,"SWATH",9,0.862043656699036,109,0.789495833684033,1.73752124221702,8,0.766261028176921,0.776365625789075,1.64903287327165,NA,NA,NA
2002,8,"2002-08-14","NAPL",4,"QUAD",10,1.03695169473043,93,0.694184298762863,1.48129087520655,9,0.933256525257383,0.691409411492658,1.43291795954042,2,6,8
2002,8,"2002-08-14","NAPL",4,"SWATH",6,0.768221279597376,61,0.577264176296694,1.17505164136471,4,0.512147519731584,0.53050255307713,0.912620080296619,NA,NA,NA
2002,8,"2002-08-14","NAPL",5,"QUAD",12,0.884651736929383,184,0.751417769376181,1.64179478743725,9,0.663488802697037,0.578568052930057,1.06066640947904,4,94,98
2002,8,"2002-08-14","NAPL",5,"SWATH",9,1.6431676725155,30,0.797777777777778,1.83871302683111,7,1.27801930084539,0.764444444444444,1.63359135507648,NA,NA,NA
2002,8,"2002-08-14","NAPL",6,"QUAD",14,0.699126637214491,401,0.822072002039788,1.99918142327224,10,0.499376169438922,0.678428616737458,1.37894608086159,31,120,151
2002,8,"2002-08-14","NAPL",6,"SWATH",9,0.886796350347864,103,0.765387878216609,1.6183287854075,7,0.689730494715005,0.756527476670751,1.53720714797707,NA,NA,NA
2002,8,"2002-08-15","NAPL",1,"QUAD",14,1.1102722200054,159,0.82955579288794,2.0749723645474,8,0.634441268574515,0.715082473003441,1.52797499406308,8,60,68
2002,8,"2002-08-15","NAPL",1,"SWATH",6,0.875189948987367,47,0.725215029425079,1.51380690635508,5,0.729324957489473,0.649162516976007,1.2799399492267,NA,NA,NA
2002,8,"2002-08-15","NAPL",2,"QUAD",14,0.966091783079296,210,0.810204081632653,1.97836694309995,9,0.621059003408119,0.732517006802721,1.53908674867572,23,50,73
2002,8,"2002-08-15","NAPL",2,"SWATH",8,0.752576694706878,113,0.724410682120761,1.48298016014594,7,0.658504607868518,0.707494713759887,1.37748608481458,NA,NA,NA
2002,8,"2002-08-15","NAPL",7,"QUAD",11,0.716039010394531,236,0.777003734559035,1.79211217500738,7,0.455661188432884,0.622629991381787,1.2137739262883,5,109,114
2002,8,"2002-08-15","NAPL",7,"SWATH",8,1.08866210790363,54,0.764060356652949,1.67481118693756,7,0.95257934441568,0.750342935528121,1.57468647385616,NA,NA,NA
2002,8,"2002-08-15","NAPL",8,"QUAD",17,0.938667971636196,328,0.832670285544319,2.13023059832458,11,0.607373393411656,0.693151397977394,1.52325109885064,33,71,104
2002,8,"2002-08-15","NAPL",8,"SWATH",8,0.762770071396474,110,0.716198347107438,1.47360387215224,7,0.667423812471915,0.714049586776859,1.44085422699212,NA,NA,NA
2002,8,"2002-08-19","BULL",1,"QUAD",13,0.575086141764952,511,0.626736264030852,1.25715604756855,6,0.265424373122285,0.563056973586958,0.95371523289658,20,227,247
2002,8,"2002-08-19","BULL",1,"SWATH",5,0.790569415042095,40,0.27125,0.622158290134205,2,0.316227766016838,0.0487500000000001,0.116906849137531,NA,NA,NA
2002,8,"2002-08-19","BULL",3,"QUAD",9,0.494684738936381,331,0.513394364783089,1.00441208841027,6,0.329789825957588,0.474146822318161,0.8580181523707,0,3,3
2002,8,"2002-08-19","BULL",3,"SWATH",1,1,1,0,0,1,1,0,0,NA,NA,NA
2002,8,"2002-08-19","BULL",6,"QUAD",5,0.270369035217938,342,0.194914674600732,0.451447477970512,4,0.21629522817435,0.184449916213536,0.416162689674277,0,0,0
2002,8,"2002-08-19","BULL",6,"SWATH",1,0.258198889747161,15,0,0,1,0.258198889747161,0,0,NA,NA,NA
2002,8,"2002-08-20","ABUR",1,"QUAD",2,0.0995037190209989,404,0.0941084207430645,0.197055012454301,2,0.0995037190209989,0.0941084207430645,0.197055012454301,0,0,0
2002,8,"2002-08-20","ABUR",1,"SWATH",3,1.73205080756888,3,0.666666666666667,1.09861228866811,3,1.73205080756888,0.666666666666667,1.09861228866811,NA,NA,NA
2002,8,"2002-08-20","ABUR",2,"QUAD",3,1.22474487139159,6,0.5,0.867563228481461,2,0.816496580927726,0.444444444444444,0.636514168294813,0,0,0
2002,8,"2002-08-20","ABUR",2,"SWATH",1,1,1,0,0,1,1,0,0,NA,NA,NA
2002,8,"2002-08-20","MOHK",1,"QUAD",11,0.936382183834623,138,0.58863684099979,1.35894720148084,8,0.681005224606999,0.516278092837639,1.12565323392234,7,86,93
2002,8,"2002-08-20","MOHK",1,"SWATH",7,0.961523947640823,53,0.729085083659665,1.49447670580208,7,0.961523947640823,0.729085083659665,1.49447670580208,NA,NA,NA
2002,8,"2002-08-20","MOHK",2,"QUAD",12,0.807207352795575,221,0.629143547429414,1.45298319975417,9,0.605405514596681,0.613214307651359,1.31890597393631,10,37,47
2002,8,"2002-08-20","MOHK",2,"SWATH",8,1.05045146287778,58,0.725921521997622,1.54866538107867,7,0.919145030018058,0.718192627824019,1.48655398508533,NA,NA,NA
2002,8,"2002-08-21","CARP",1,"QUAD",13,0.713467689932987,332,0.834917985193787,2.00975992387556,9,0.493939169953607,0.810712730439832,1.83410313506413,9,92,101
2002,8,"2002-08-21","CARP",1,"SWATH",6,0.625543242171224,92,0.433837429111531,0.933034015556523,5,0.521286035142687,0.428875236294896,0.866635721854904,NA,NA,NA
2002,8,"2002-08-21","CARP",2,"QUAD",13,0.435028412916665,893,0.396958300781617,0.87319249917245,8,0.267709792564102,0.370105172869989,0.754007335594304,2,144,146
2002,8,"2002-08-21","CARP",2,"SWATH",7,1.12089707663561,39,0.280078895463511,0.704978324888778,6,0.960768922830523,0.278763971071663,0.669432315629294,NA,NA,NA
2002,8,"2002-08-21","CARP",3,"QUAD",13,0.642024237822233,410,0.748982748364069,1.62764892486879,9,0.444478318492315,0.604616299821535,1.17560742040315,6,138,144
2002,8,"2002-08-21","CARP",3,"SWATH",6,0.768221279597376,61,0.761623219564633,1.49953404750345,5,0.64018439966448,0.658425154528353,1.1860680322311,NA,NA,NA
2002,8,"2002-08-21","CARP",4,"QUAD",14,0.454698861723142,948,0.791755683740141,1.84028138221288,8,0.259827920984652,0.713856842742438,1.49502460511154,2,431,433
2002,8,"2002-08-21","CARP",4,"SWATH",7,0.750478774386456,87,0.341128286431497,0.776693508510983,7,0.750478774386456,0.341128286431497,0.776693508510983,NA,NA,NA
2002,8,"2002-08-21","CARP",5,"QUAD",15,0.586098498873423,655,0.704252665928559,1.57954183879753,9,0.351659099324054,0.648638191247596,1.28835958257051,5,312,317
2002,8,"2002-08-21","CARP",5,"SWATH",7,0.47301616487964,219,0.172473468026105,0.452969351696881,6,0.405442427039692,0.172264965284294,0.440625208988215,NA,NA,NA
2002,8,"2002-08-21","CARP",6,"QUAD",10,0.366371652723656,745,0.719967569028422,1.47769768980086,5,0.183185826361828,0.5534417368587,0.90559632986934,9,334,343
2002,8,"2002-08-21","CARP",6,"SWATH",7,0.989949493661166,50,0.6848,1.47685933500384,6,0.848528137423857,0.6048,1.24416921493538,NA,NA,NA
2002,8,"2002-08-21","CARP",7,"QUAD",11,0.426241342060671,666,0.335542749957164,0.802086200878968,6,0.232495277487639,0.264827890954017,0.530088141291385,18,64,82
2002,8,"2002-08-21","CARP",7,"SWATH",8,1.00790526135794,63,0.803224993701184,1.74750120614987,6,0.755928946018454,0.712018140589569,1.43108442949514,NA,NA,NA
2002,8,"2002-08-21","CARP",8,"QUAD",16,0.493301132782566,1052,0.663926397663693,1.35930087945234,10,0.308313207989104,0.535460249533751,0.941528131483911,3,604,607
2002,8,"2002-08-21","CARP",8,"SWATH",4,1.10940039245046,13,0.627218934911243,1.11896886688163,4,1.10940039245046,0.627218934911243,1.11896886688163,NA,NA,NA
2002,8,"2002-08-27","AQUE",1,"QUAD",6,0.272727272727273,484,0.450788880540947,0.918465369467193,5,0.227272727272727,0.441696263916399,0.836228090146253,0,0,0
2002,8,"2002-08-27","AQUE",1,"SWATH",6,1.13389341902768,28,0.635204081632653,1.27727733424932,4,0.755928946018454,0.579081632653061,1.03603348320094,NA,NA,NA
2002,8,"2002-08-27","AQUE",2,"QUAD",8,0.334204794515485,573,0.43570321232666,0.827282096026586,6,0.250653595886614,0.432529566380064,0.793473768712735,1,1,2
2002,8,"2002-08-27","AQUE",2,"SWATH",5,0.883883476483184,32,0.375,0.804672563773813,3,0.530330085889911,0.361328125,0.65619279201862,NA,NA,NA
2002,8,"2002-08-27","AQUE",3,"QUAD",3,0.144170799399664,433,0.027382939799135,0.0792967044209814,3,0.144170799399664,0.027382939799135,0.0792967044209814,0,0,0
2002,8,"2002-08-27","AQUE",3,"SWATH",6,1.5,16,0.734375,1.54197643276282,5,1.25,0.7265625,1.45533303519283,NA,NA,NA
2002,8,"2002-08-27","AQUE",6,"QUAD",9,0.565825152115738,253,0.665281444796825,1.35966180410671,8,0.502955690769545,0.647815150994391,1.23972604102629,0,0,0
2002,8,"2002-08-27","AQUE",6,"SWATH",4,0.755928946018454,28,0.61734693877551,1.1075861665291,4,0.755928946018454,0.61734693877551,1.1075861665291,NA,NA,NA
2002,8,"2002-08-28","AHND",2,"QUAD",11,0.777817459305202,200,0.61285,1.37148131988233,8,0.565685424949238,0.60485,1.25784588848546,3,23,26
2002,8,"2002-08-28","AHND",2,"SWATH",4,1,16,0.4140625,0.822265337328788,3,0.75,0.40625,0.735621939758795,NA,NA,NA
2002,8,"2002-08-28","AQUE",4,"QUAD",7,0.477396037629331,215,0.246922660897783,0.602133049911477,5,0.340997169735237,0.243071930773391,0.52395244837257,4,14,18
2002,8,"2002-08-28","AQUE",4,"SWATH",7,1.27801930084539,30,0.402222222222222,0.951108670745811,5,0.912870929175277,0.348888888888889,0.76633469330914,NA,NA,NA
2002,8,"2002-08-28","AQUE",5,"QUAD",11,0.566528822887065,377,0.458639686481999,0.930567802652778,9,0.463523582362144,0.458569327864123,0.919536282537766,0,2,2
2002,8,"2002-08-28","AQUE",5,"SWATH",4,1.33333333333333,9,0.617283950617284,1.14905969697062,3,1,0.493827160493827,0.848685557726417,NA,NA,NA
2002,9,"2002-09-26","AHND",1,"QUAD",1,0.258198889747161,15,0,0,1,0.258198889747161,0,0,0,0,0
2003,8,"2003-08-11","NAPL",1,"QUAD",15,1.28623938856882,136,0.865916955017301,2.20169445288112,10,0.857492925712544,0.773897058823529,1.75171238045688,12,39,51
2003,8,"2003-08-11","NAPL",1,"SWATH",6,0.801783725737273,56,0.715561224489796,1.40659883601122,4,0.534522483824849,0.684948979591837,1.22796401456656,NA,NA,NA
2003,8,"2003-08-11","NAPL",2,"QUAD",15,1.29580263837204,134,0.712965025618178,1.68515767036166,11,0.950255268139496,0.708955223880597,1.58437229370289,4,6,10
2003,8,"2003-08-11","NAPL",2,"SWATH",5,0.478913142610576,109,0.68664253850686,1.27930502112053,5,0.478913142610576,0.68664253850686,1.27930502112053,NA,NA,NA
2003,8,"2003-08-11","NAPL",3,"QUAD",13,0.741949189195954,307,0.811509936444949,1.96053282381167,8,0.45658411642828,0.73320671837367,1.51073729940945,16,89,105
2003,8,"2003-08-11","NAPL",3,"SWATH",6,0.6,100,0.742,1.43333746893814,5,0.5,0.738,1.39313421172702,NA,NA,NA
2003,8,"2003-08-11","NAPL",4,"QUAD",15,1,225,0.645254320987654,1.44750721584435,11,0.733333333333333,0.639841975308642,1.35226956388552,1,2,3
2003,8,"2003-08-11","NAPL",4,"SWATH",4,0.87287156094397,21,0.258503401360544,0.567060930955282,4,0.87287156094397,0.258503401360544,0.567060930955282,NA,NA,NA
2003,8,"2003-08-12","NAPL",5,"QUAD",14,1.54604136504785,82,0.826293872694824,2.11554097270587,10,1.10431526074847,0.792682926829268,1.87790712974272,2,0,2
2003,8,"2003-08-12","NAPL",5,"SWATH",8,0.917662935482247,76,0.605609418282548,1.28392841115457,7,0.802955068546966,0.599722991689751,1.23311176913911,NA,NA,NA
2003,8,"2003-08-12","NAPL",6,"QUAD",14,0.898100418739418,243,0.658165252586835,1.58733601957944,8,0.513200239279667,0.514928279903131,1.06378987934681,8,32,40
2003,8,"2003-08-12","NAPL",6,"SWATH",7,0.861640436855329,66,0.754361799816345,1.5244980537331,6,0.738548945875996,0.747474747474747,1.46782128798608,NA,NA,NA
2003,8,"2003-08-12","NAPL",7,"QUAD",15,0.856095218303024,307,0.595146898110325,1.46391034118676,10,0.57073014553535,0.433023162049465,1.04972934800753,3,12,15
2003,8,"2003-08-12","NAPL",7,"SWATH",8,0.816496580927726,96,0.725260416666667,1.53004534698983,7,0.71443450831176,0.724826388888889,1.51015427923062,NA,NA,NA
2003,8,"2003-08-12","NAPL",8,"QUAD",14,1.03774904332554,182,0.872358410819949,2.24821605796822,11,0.815374248327211,0.78661997343316,1.81322622984326,16,20,36
2003,8,"2003-08-12","NAPL",8,"SWATH",7,0.696526033146992,101,0.712871287128713,1.43310234587725,7,0.696526033146992,0.712871287128713,1.43310234587725,NA,NA,NA
2003,8,"2003-08-14","AHND",1,"QUAD",1,0.258198889747161,15,0,0,1,0.258198889747161,0,0,0,0,0
2003,8,"2003-08-14","AHND",2,"QUAD",9,0.582161604617836,239,0.734756044186901,1.53076016772706,6,0.388107736411891,0.650583848321983,1.15055336134545,14,89,103
2003,8,"2003-08-14","AHND",2,"SWATH",8,1.48556270541641,29,0.751486325802616,1.64509403206164,6,1.11417202906231,0.618311533888228,1.1837216708349,NA,NA,NA
2003,8,"2003-08-14","BULL",1,"QUAD",10,0.497518595104995,404,0.489817174786786,1.03393599031716,8,0.398014876083996,0.425227918831487,0.851538224167522,0,1,1
2003,8,"2003-08-14","BULL",1,"SWATH",3,0.707106781186548,18,0.549382716049383,0.867563228481461,1,0.235702260395516,0,0,NA,NA,NA
2003,8,"2003-08-14","BULL",3,"QUAD",7,0.297133451984606,555,0.289619349078808,0.614308704285852,4,0.169790543991204,0.277386575764954,0.556731846266197,0,0,0
2003,8,"2003-08-14","BULL",3,"SWATH",4,0.917662935482247,19,0.592797783933518,1.02809405656304,3,0.688247201611685,0.193905817174515,0.409458618695089,NA,NA,NA
2003,8,"2003-08-14","BULL",6,"QUAD",9,0.55923278940108,259,0.548799212891877,1.13939233102216,8,0.49709581280096,0.548620324682101,1.12639982779804,0,0,0
2003,8,"2003-08-14","BULL",6,"SWATH",4,0.423999152002544,89,0.532256028279258,0.838380614435231,2,0.211999576001272,0.0439338467365233,0.10750939575384,NA,NA,NA
2003,8,"2003-08-21","CARP",4,"QUAD",11,0.531085004543794,429,0.577729962345347,1.32191579503211,6,0.289682729751161,0.519406001923484,0.997250483762725,2,279,281
